1595516474133.822998 3.943829 783091.392402 798432.048704 911638.241039 -0.604897 -0.329554 0.536459
527494175569.619995 5.539700 477392.277669 628864.635760 364780.824777 0.026802 0.904459 0.832390
1207216570833.697998 7.172969 141601.139264 606962.806286 16300.408611 -0.514226 -0.725537 0.608354
297533590354.956665 4.009444 129789.148817 108807.713887 998914.528293 -0.563486 0.025865 0.678224
1163403041557.408936 2.960316 637545.891883 524281.946951 493578.050931 0.945550 -0.414966 0.542715
1000288715060.334595 7.699138 400224.619618 891520.536296 283311.912726 -0.295083 0.615449 0.838053
132465269502.718002 9.493271 525990.090024 86054.987258 192211.923766 0.326454 0.780465 -0.302214
121861338120.885193 0.200230 457697.160044 63095.207339 238277.571265 0.941268 0.804416 0.701840
506398257829.248901 5.397603 375203.224128 760241.133525 512530.238548 0.335448 0.063213 -0.921439
831073795546.777588 9.318351 930800.486827 720945.133207 284290.559984 0.477069 0.279958 -0.291903
1306248779507.819580 1.659742 440100.126354 880066.435099 829192.800933 -0.339326 -0.542064 0.786745
665333978760.056152 6.866699 956458.687783 588634.246518 657297.466185 0.717353 -0.120880 0.847940
756631229619.495605 8.147669 684211.682770 910962.920647 482485.831525 -0.568350 0.900505 0.840257
280406367887.277161 8.810622 641074.185213 431949.098534 619590.287687 -0.437881 0.572004 -0.385084
848916766512.673340 2.261066 187531.234118 276231.909592 556438.190612 -0.166997 -0.660786 0.813608
195922086741.775269 1.260753 495439.111916 760467.623323 984741.817051 0.870008 0.368890 -0.233623
1423814905058.126953 3.686635 294157.420264 232259.215890 584482.655490 -0.511175 -0.695220 0.464297
238276843956.671661 7.934704 164100.292575 745063.938067 74529.055266 0.900208 -0.894941 0.043127
334624036306.981018 2.400624 797790.073518 732647.084802 656557.087043 0.934810 0.278917 0.519470
177519426031.038177 1.349024 520204.867504 78231.359356 69905.698659 -0.590690 -0.077159 0.639355
1088732074816.245605 7.555808 51938.299379 157805.550433 999983.570679 -0.591343 0.779911 -0.749063
1894820298797.450928 0.540576 870531.159127 72328.076116 4161.567255 0.846138 0.187784 -0.639255
309786716975.737366 3.916902 913017.546712 819686.955391 359091.777581 0.104970 0.158860 -0.094848
1305348737735.766846 0.996401 530802.679707 757286.259084 304292.106680 0.984457 0.153942 0.755228
1420089853119.570801 6.289099 35420.552521 747795.388594 833230.209229 0.850753 0.746543 0.662075
1859945410687.476318 7.438112 903357.306195 983585.901764 666873.665458 -0.005483 -0.672064 0.660024
1688113675776.869141 0.769947 649700.488732 248041.637844 629473.408231 -0.541726 0.401240 -0.366266
624347604939.714111 2.314280 74160.228206 633065.862524 223654.176581 0.302264 0.021372 0.942931
531799782978.370789 5.461069 719261.383091 113279.421962 471478.714128 0.185080 0.888636 -0.098165
638730787326.581787 8.476844 434508.950402 3231.427448 344939.505405 0.196963 0.666487 -0.532217
1282728886314.667725 4.829503 481931.003512 304952.633626 712080.138755 -0.634888 0.243646 -0.918271
786155121209.565552 6.959838 673929.756658 637633.776191 347112.401735 -0.630755 0.218212 0.254316
1387655026596.039551 3.283744 740431.036430 202210.752067 920905.147453 0.369513 0.306261 -0.485469
1011105406804.941650 0.876436 260494.337357 877375.153510 686118.066115 -0.812520 -0.777449 -0.276798
1095135288940.742554 5.932115 666549.925136 288774.887353 775759.484864 -0.423241 -0.340716 -0.620498
1869305721492.972168 0.035786 827382.861129 331475.760574 188199.159882 -0.127006 0.917274 0.837861
1452490854636.300293 6.990754 121141.950353 685778.933513 383828.100875 0.548547 0.886103 0.832546
1636780615185.387451 2.035482 793648.902489 548036.569211 297285.479391 0.809865 0.819286 0.747958
945975315973.162598 5.761995 162755.115808 273908.429687 864570.314208 -0.015202 -0.072676 0.697884
941861075280.234253 2.910533 180419.434087 684171.596719 727543.007572 -0.721884 0.206218 -0.015157
1591615710963.495117 7.242520 178205.727610 221963.322408 498520.496882 -0.757482 -0.723523 -0.279115
616808492773.678101 9.318953 908475.569189 622089.231201 836819.396010 0.636255 -0.007851 -0.330057
748827275900.635864 6.588312 608876.770521 258903.530442 151228.472758 -0.854910 -0.784303 0.294415
690473164899.274658 2.882695 331382.506315 91147.668007 427323.447171 0.868989 0.167141 -0.469077
1250959858240.093994 7.617778 487421.990646 157270.544026 883027.760747 0.251331 0.035429 -0.584313
1058807603037.916138 4.261994 829930.743759 394384.432851 244324.543568 -0.347973 0.458720 0.277308
1870219946404.918945 3.382429 897551.290244 136073.251171 410783.829818 -0.989183 0.566564 0.548772
557694652187.637939 1.146678 865526.158726 720998.578946 49161.968401 -0.101790 0.972934 0.415818
400466663892.846558 4.738940 865172.559570 93918.571292 99558.300795 -0.234208 -0.396474 0.314240
1536471990242.600342 1.317021 51507.770954 53421.761265 457711.031023 0.561737 0.384153 -0.114880
226192322406.917816 5.896367 578629.060607 529893.920059 595039.305976 -0.276166 -0.391429 0.777447
905034259402.658813 1.698203 609723.017163 525741.857787 618919.190801 0.192392 -0.532688 0.659617
133101297418.121246 0.988374 923718.573105 169647.804370 481728.536475 -0.549018 0.653539 -0.418343
678309615166.392212 8.782777 344247.515438 814900.516053 659139.458065 -0.927345 -0.485062 0.556515
1188705840946.175049 8.361037 308153.468365 221007.154258 198018.607935 0.224884 -0.780535 0.349210
